pose_id,pose,right_elbow_right_shoulder_right_hip,left_elbow_left_shoulder_left_hip,right_knee_mid_hip_left_knee,right_hip_right_knee_right_ankle,left_hip_left_knee_left_ankle,right_wrist_right_elbow_right_shoulder,left_wrist_left_elbow_left_shoulder
18432,squat,-26.4776301,29.044175208413588,-19.08401388,187.1929679738172,171.25409835955625,-185.292144,-195.6978291
18433,squat,-27.60330776,23.442017717359874,-18.79054404,186.52219898950355,170.67128241260485,-186.0860499,-189.9278397
18434,squat,-27.00506138,19.79052973447384,-18.85478673,185.94475824413107,169.89090528125396,-184.5945915,-190.0040694
18435,squat,-26.27676191,17.39867002119543,-18.55928388,186.1002505742098,169.7933616257665,-182.3449663,-188.9655285
18436,squat,-24.68922685,15.189528532203488,-18.15274258,185.75167722347496,169.99102421876367,-183.658659,-185.5864406
18437,squat,-23.30500835,13.78445061032858,-18.31665552,185.31312651869067,170.62317833220192,-183.0647963,-184.5022816
18438,squat,-22.87427757,13.247470474633197,-18.31163509,185.2433540015765,171.0400122085197,-182.9055456,-182.8030275
18439,squat,-23.0260306,14.15089610503702,-18.54974543,185.63724355012425,171.10202935305273,-183.6564267,-182.6985689
18440,squat,-23.81726213,15.679320979525553,-18.16382655,185.5476447262304,169.49072758346136,-184.3846152,-184.7643971
18441,squat,-23.90386062,17.286433644779066,-17.99026813,186.1389034,169.2826325872865,-184.5191204,-182.8998461
18442,squat,-23.21563725,19.140955533678937,-17.92051379,186.34682553611583,168.56758413216244,-185.1903597,-181.9327299
18443,squat,-23.23123285,21.997039343108547,-18.00755042,186.9880201734837,168.73348920750232,-182.741538,-182.4852627
18444,squat,-23.47554911,26.44418586930098,-18.60851762,187.90403320779475,171.1656214080529,-179.5626683,-186.3585761
18445,squat,-22.809892,29.060395701247216,-21.27311002,187.43384833488255,177.60025683377037,-177.2888671,-187.7915718
18446,squat,-22.98051406,29.83629004363908,-24.66441484,188.0818906371488,182.3205064569023,-174.1833013,-187.8241341
18447,squat,-22.9160212,33.531488726425145,-27.95331915,188.1271087285893,187.5626854221688,-171.7516737,-190.1920291
18448,squat,-21.7626149,38.23756070121603,-33.04103993,188.20201076962087,195.10926428286112,-170.9672614,-192.3757037
18449,squat,-19.24753966,41.963963010427086,-35.35436888,192.08668590380373,201.44891224407831,-173.2015605,-193.8822064
18450,squat,-16.40086896,44.44485290023306,-40.30221399,190.91875453085876,206.27204720369568,-172.4898546,-191.1715515
18451,squat,-15.70984598,45.58539392,-46.1499102,185.0967489980752,210.57471076745676,-170.8067985,-189.0838355
18452,squat,-15.62667512,46.26328699912767,-50.15859748,179.34422726163393,211.8714756526967,-170.3578143,-188.8759915
18453,squat,-14.71270245,45.85563859,-50.87162216,178.45402454786594,211.4311444319007,-174.3821055,-189.068138
18454,squat,-14.77699263,45.512579292420455,-47.59664867,180.71251373071837,210.0116433410871,-175.6675385,-187.0016298
18455,squat,-15.72567662,46.80522386889168,-46.60315489,182.77662601418223,203.16303545993213,-175.8414245,-188.2283709
18456,squat,-14.09165096,43.12731650411767,-36.09513123,188.80280982506093,194.5631444354751,-175.8104878,-185.7369693
18457,squat,-17.25579863,40.459554701260586,-31.40853594,187.83191002020848,188.37466960970627,-175.4897099,-183.385013
18458,squat,-20.29820066,37.53689127576068,-24.35393593,187.06767512238093,179.11850792968986,-175.5356723,-180.8779983
18459,squat,-22.74411431,36.26964050216565,-20.63845587,187.2439716980636,172.80876404127585,-176.1288546,-179.4974474
18460,squat,-21.36484739,34.119789178518374,-19.24079552,187.73881329797015,172.2313640357408,-180.6696339,-179.6745477
18461,squat,-21.91956903,29.086034287420677,-18.93112732,187.396387,171.95036271026757,-182.3430308,-174.2357485
18462,squat,-21.44638279,23.81203612893752,-18.61876975,187.1139765405285,171.3054667064173,-183.4857311,-171.0148443
18463,squat,-21.01459315,21.298141953326716,-18.4211838,186.55754725376164,170.94462842941206,-181.6970422,-170.5182425
18464,squat,-21.05261941,20.03575147914259,-18.46259096,186.0201951,171.25896705832756,-180.5374355,-169.2136609
18465,squat,-20.34272093,23.304349566650583,-37.44868001,184.8065664974327,176.51846095072122,-189.6385049,-184.0368814
18466,squat,-24.98929838,30.62939620829432,-42.34283826,176.70279068195305,176.59172449067756,-184.9947112,-198.0931496
18467,squat,-38.27211245,41.06410706934216,-58.1834039,150.6602232,176.76949977658256,-176.6994992,-228.2878056
18468,squat,-40.8817771,43.64926747455818,-83.90269417,128.45447584685456,184.06046143553127,-185.1197519,-234.7041662
18469,squat,-34.873258,37.01149447894544,-127.5388269,101.38667124062664,206.0227472243452,-212.04107,-240.7308316
18470,squat,-34.69459592,39.98092845241032,-119.8407815,100.80153247457646,202.9176579125869,-202.1634003,-254.5179027
18471,squat,-36.45088358,40.00271638515878,-90.14334782,123.59350590134248,192.3716834418618,-184.6097488,-222.8042575
18472,squat,-39.92896284,35.71620692334268,-63.21321845,141.7629322513839,184.70921475039887,-164.2865547,-220.6085263
18473,squat,-33.98386968,32.23072865303848,-51.05265461,157.6804141564285,181.31706175514063,-168.0495614,-208.9388238
18474,squat,-25.99312801,26.49961496144427,-42.52325154,177.58187593955623,181.1656873056625,-174.3572608,-193.8119625
18475,squat,-21.01669013,24.625776880883446,-40.22897023,180.74686297826105,179.46043774387394,-179.2659959,-187.8957987
18476,squat,-19.24527064,22.50813264300594,-40.18418309,181.93831255384043,179.37976292077525,-182.2637672,-183.4767867
18477,squat,-20.65475546,27.60657310978668,-42.22846901,178.3589660731261,179.2149580066604,-180.5266142,-192.4677049
18478,squat,-33.44372356,31.79926824671406,-61.30943528,148.2465091155971,179.77714909676882,-174.6893017,-208.0809812
18479,squat,-35.47880215,32.310892794255615,-84.8975927,124.7610937087963,183.7696453379429,-186.3402809,-223.0614606
18480,squat,-31.55619308,33.74700657800687,-122.4107007,99.80577930443356,196.80642637997903,-211.326054,-268.5800109
18481,squat,-31.60949136,34.086116620256945,-124.6167843,98.65964321819288,203.2332816,-216.2447981,-292.6164122
18482,squat,-34.51637519,32.343136519779016,-92.46663708,117.92049129740931,188.50532315897635,-196.5421271,-232.8985428
18483,squat,-40.57112954,36.51663340427495,-64.71084922,135.5799606825047,183.02305785447865,-173.3924736,-229.8383894
18484,squat,-34.97949521,32.48190089,-51.8976304,153.16925422129302,179.6370181584194,-175.6354978,-217.9888819
18485,squat,-30.01445009,24.527835222289287,-44.12027605,173.48743951865688,179.73713713230245,-180.2090001,-195.4962577
18486,squat,-22.95578988,23.014525253997643,-40.76845472,179.49385558207138,178.4471115244692,-185.0090314,-188.4465744
18487,squat,-20.73687926,22.554641295495465,-39.87974021,180.4540648992668,177.45377819423925,-186.0715016,-184.9947888
18488,squat,-19.45933759,22.784412684207236,-38.71042342,182.21314846202048,177.06883866264116,-186.9500433,-183.881759
